tipo_elem;distrito;id;cod_cent;nombre;utm_x;utm_y;longitud;latitud
URB;12.0;4805;48013;LATERAL ANTONIO LOPEZ ENTRADA GTA CADIZ E-O;44.106.228.742.871;446.982.840.196.416;-3.69429307173681;40.3769564646085
URB;12.0;4806;48014;AV. ANDALUCIA FRENTE AL HOSPITAL N-S;440.909.090.188.365;446.986.738.214.458;-3.69610124083675;40.3772967711326
URB;12.0;3479;48400;(TACTICO)SAN MAGIN S-N;439.379.328.390.617;447.073.075.240.317;-3.71420292620077;40.3849645757505
URB;12.0;3517;48401;(TACTICO)ALMENDRALES S-N;440.545.079.115.969;447.098.208.512.456;-3.70049306338232;40.3873127181109
URB;12.0;4782;48402;(TACTICO)DOLORES BARRANCO E-O;439.648.425.460.306;447.048.289.604.963;-3.71100931115482;40.3827512958906
URB;12.0;10056;48700;(AFOROS)MARCELO USERA O-E(ALMENDRALES-GTA.CADIZ);440.574.657.906.397;447.102.470.245.421;-3.70014856876371;40.3876987477721
URB;11.0;3572;49003;PSO. MARCELINO CAMACHO N-S;437.180.666.364.402;447.077.177.776.629;-3.74010851262856;40.3851712744732
URB;11.0;5037;49004;GRAL. RICARDOS O-E(PAULINA ODIAGA-SALLABERRY);43.872.062.517.664;447.177.308.826.381;-3.72206314235914;40.3943062472796
URB;11.0;5038;49005;GRAL. RICARDOS O-E(PAULINA ODIAGA-PEÃAFIEL);438.633.538.351.099;447.171.909.086.033;-3.72308401728381;40.3938134013797
URB;11.0;5039;49006;GRAL. RICARDOS O-E(ALEJANDRO SANCHEZ-TOBOSO);438.417.134.079.401;447.155.855.168.981;-3.72561820168404;40.3923512174128
URB;11.0;5040;49007;GRAL. RICARDOS E-O(SALLABERRY-PAULINA ODIAGA);43.871.394.838.314;447.177.538.548.489;-3.72214203107814;40.394326450454
URB;11.0;5041;49008;GRAL. RICARDOS O-E(CLARISAS-ALEJANDRO SANCHEZ);438.245.708.475.421;447.143.343.651.276;-3.72762578843931;40.3912114300481
URB;11.0;5042;49009;GRAL. RICARDOS E-O(ALEJANDRO SANCHEZ-PEDRO DIEZ);438.238.683.594.357;44.714.345.894.827;-3.72770866524146;40.3912212957008
URB;11.0;5043;49010;GRAL. RICARDOS O-E(CASTRO ORO-CLARISAS);438.049.356.385.036;44.712.662.942.567;-3.7299228907592;40.3896911554592
URB;11.0;5044;49011;GRAL. RICARDOS O-E(OPORTO-CASTRO ORO);437.967.015.845.044;447.119.378.560.976;-3.73088591780862;40.3890318365272
URB;11.0;5045;49012;(AFOROS) GRAL. RICARDOS E-O(GAVIOTA-FCO. GARCIA);437.711.326.791.695;44.709.858.138.694;-3.73387793094026;40.3871392527622
URB;11.0;5046;49013;(AFOROS) GRAL. RICARDOS O-E(ALEJANDRO MORAN-OPORTO);437.757.457.626.476;447.101.861.675.088;-3.7333376701027;40.3874382040043
URB;11.0;5047;49014;GRAL. RICARDOS E-O( FCO. GARCIA-PL. TOROS);43.754.006.035.814;447.083.978.851.139;-3.73588129761113;40.3858109670502
URB;11.0;5048;49015;GRAL. RICARDOS O-E(PSO. MARCELINO CAMACHO-PL. TOROS);437.344.812.131.673;447.074.491.779.962;-3.73817213348599;40.3849416681373
URB;11.0;5049;49016;GRAL. RICARDOS E-O(PL. TOROS-PSO. PSO. MARCELINO CAMACHO);437.334.705.317.708;447.074.445.645.157;-3.73829115217172;40.3849367519893
URB;11.0;5050;49017;GRAL. RICARDOS E-O(PSO. MARCELINO CAMACHO-BATALLA TORRIJOS);437.207.226.151.203;44.706.992.339.698;-3.73978847230178;40.3845197695282
URB;11.0;5051;49018;GRAL. RICARDOS O-E(BLASON-PSO. MARCELINO CAMACHO);437.141.188.365.663;447.062.986.818.607;-3.74055958645411;40.3838899117748
URB;11.0;3684;49019;GRAL. RICARDOS E-O(BATALLA TORRIJOS-NTRA. SRA. LUZ);437.069.760.126.867;447.056.705.897.334;-3.74139483483275;40.3833187063596
URB;11.0;5052;49020;GRAL. RICARDOS O-E(NTRA. SRA. LUZ-BLASON);437.051.531.192.185;447.054.393.283.588;-3.74160729206348;40.3831089987507
URB;11.0;5053;49021;GRAL. RICARDOS O-E(REINOSA-NTRA. SRA. LUZ);436.926.217.859.155;447.046.595.757.168;-3.7430757947439;40.38239708603
URB;11.0;5054;49022;GRAL. RICARDOS O-E(PL. TOROS-CLARA CAMPOAMOR);437.530.444.204.964;44.708.277.903.911;-3.73599340643156;40.3857021615344
URB;11.0;5055;49023;CLARA CAMPOAMOR S-N;437.657.054.893.856;447.087.295.462.842;-3.73450626173244;40.3861185055243
URB;11.0;5056;49025;CASTRO ORO S-N;438.053.997.039.915;447.124.164.813.124;-3.72986582032393;40.3894694768794
URB;11.0;5057;49026;CNO. VIEJO LEGANES S-N(RADIO-GRAL. RICARDOS);438.568.093.570.193;447.159.773.793.323;-3.72384339182662;40.3927153729277
URB;11.0;5058;49027;BLASA PEREZ N-S;438.287.121.340.244;447.154.542.106.267;-3.72714872575159;40.3922233080711
URB;11.0;5059;49028;PEDRO DIEZ N-S;438.095.977.941.484;447.138.749.796.638;-3.72938540229962;40.3907864803777
URB;11.0;3685;49029;OPORTO S-N(VALLE ORO-GRAL. RICARDOS)(FRENTE-DECHA);437.958.792.768.779;447.110.915.446.192;-3.73097455345795;40.3882688277213
URB;11.0;3686;49030;OCA N-S(MATILDE FERNANDEZ-GRAL.RICARDOS) FRENTE-DERECHA;4.378.196.374.574;44.711.773.206.701;-3.73262061986508;40.3888725250809
URB;11.0;5060;49031;PL. TOROS N-S;437.396.755.496.027;447.081.893.612.579;-3.73756748412788;40.3856123634105
URB;11.0;5245;49032;BLASON S-N;437.149.461.657.768;447.053.233.128.311;-3.74045250256078;40.3830118795601
URB;11.0;5246;49033;NTRA. SRA. LUZ N-S;436.945.984.889.227;447.052.803.875.074;-3.74284908026337;40.3829578371052
